sequence_id	protein_id	gene_start	gene_end	gene_strand	pfam_id	deepbgc_score	in_cluster
NC_008095.1	NC_008095.1_NC_008095.1_1974	2342654	2343938	1	PF05496	0.0004	0
NC_008095.1	NC_008095.1_NC_008095.1_1974	2342654	2343938	1	PF00493	0.00039	0
NC_008095.1	NC_008095.1_NC_008095.1_1974	2342654	2343938	1	PF01695	0.00037	0
NC_008095.1	NC_008095.1_NC_008095.1_1974	2342654	2343938	1	PF00437	0.00041	0
NC_008095.1	NC_008095.1_NC_008095.1_1974	2342654	2343938	1	PF01078	0.00043	0
NC_008095.1	NC_008095.1_NC_008095.1_1974	2342654	2343938	1	PF07724	0.00035	0
NC_008095.1	NC_008095.1_NC_008095.1_1974	2342654	2343938	1	PF13401	0.0005	0
NC_008095.1	NC_008095.1_NC_008095.1_1974	2342654	2343938	1	PF13191	0.00065	0
NC_008095.1	NC_008095.1_NC_008095.1_1974	2342654	2343938	1	PF07728	0.00044	0
NC_008095.1	NC_008095.1_NC_008095.1_1974	2342654	2343938	1	PF00004	0.00047	0
NC_008095.1	NC_008095.1_NC_008095.1_1974	2342654	2343938	1	PF13238	0.00037	0
NC_008095.1	NC_008095.1_NC_008095.1_1974	2342654	2343938	1	PF10431	0.00046	0
NC_008095.1	NC_008095.1_NC_008095.1_1975	2344105	2346298	1	PF02897	0.00108	0
NC_008095.1	NC_008095.1_NC_008095.1_1975	2344105	2346298	1	PF00326	0.00148	0
NC_008095.1	NC_008095.1_NC_008095.1_1975	2344105	2346298	1	PF12146	0.00251	0
NC_008095.1	NC_008095.1_NC_008095.1_1976	2346496	2348950	1	PF02190	0.00193	0
NC_008095.1	NC_008095.1_NC_008095.1_1976	2346496	2348950	1	PF01763	0.00091	0
NC_008095.1	NC_008095.1_NC_008095.1_1976	2346496	2348950	1	PF08298	0.00075	0
NC_008095.1	NC_008095.1_NC_008095.1_1976	2346496	2348950	1	PF01695	0.00098	0
NC_008095.1	NC_008095.1_NC_008095.1_1976	2346496	2348950	1	PF03193	0.00101	0
NC_008095.1	NC_008095.1_NC_008095.1_1976	2346496	2348950	1	PF13191	0.00183	0
NC_008095.1	NC_008095.1_NC_008095.1_1976	2346496	2348950	1	PF13671	0.0017	0
NC_008095.1	NC_008095.1_NC_008095.1_1976	2346496	2348950	1	PF00004	0.00194	0
NC_008095.1	NC_008095.1_NC_008095.1_1976	2346496	2348950	1	PF07728	0.00183	0
NC_008095.1	NC_008095.1_NC_008095.1_1976	2346496	2348950	1	PF07724	0.00194	0
NC_008095.1	NC_008095.1_NC_008095.1_1976	2346496	2348950	1	PF05362	0.00166	0
NC_008095.1	NC_008095.1_NC_008095.1_1976	2346496	2348950	1	PF13541	0.00272	0
NC_008095.1	NC_008095.1_NC_008095.1_1977	2349087	2350785	1	PF00496	0.01381	0
NC_008095.1	NC_008095.1_NC_008095.1_1978	2350870	2351755	1	PF00528	0.03266	0
NC_008095.1	NC_008095.1_NC_008095.1_1979	2351751	2352564	1	PF00528	0.05622	0
NC_008095.1	NC_008095.1_NC_008095.1_1980	2352668	2353130	1	PF00072	0.08733	0
NC_008095.1	NC_008095.1_NC_008095.1_1981	2353202	2353748	1	PF02622	0.06469	0
NC_008095.1	NC_008095.1_NC_008095.1_1982	2353747	2354005	1	PF01722	0.05517	0
NC_008095.1	NC_008095.1_NC_008095.1_1983	2354019	2354340	1	PF00462	0.03131	0
NC_008095.1	NC_008095.1_NC_008095.1_1984	2354432	2355833	1	PF11141	0.02594	0
NC_008095.1	NC_008095.1_NC_008095.1_1985	2355843	2357388	-1	PF00557	0.02349	0
NC_008095.1	NC_008095.1_NC_008095.1_1985	2355843	2357388	-1	PF05195	0.02792	0
NC_008095.1	NC_008095.1_NC_008095.1_1986	2357419	2358184	-1	PF04452	0.03936	0
NC_008095.1	NC_008095.1_NC_008095.1_1987	2358350	2359535	1	PF03942	0.04139	0
NC_008095.1	NC_008095.1_NC_008095.1_1988	2359605	2361285	-1	PF13174	0.03658	0
NC_008095.1	NC_008095.1_NC_008095.1_1988	2359605	2361285	-1	PF04773	0.04902	0
NC_008095.1	NC_008095.1_NC_008095.1_1988	2359605	2361285	-1	PF13490	0.07826	0
NC_008095.1	NC_008095.1_NC_008095.1_1989	2361271	2362021	-1	PF07638	0.09486	0
NC_008095.1	NC_008095.1_NC_008095.1_1989	2361271	2362021	-1	PF08281	0.10224	0
NC_008095.1	NC_008095.1_NC_008095.1_1989	2361271	2362021	-1	PF04545	0.09346	0
NC_008095.1	NC_008095.1_NC_008095.1_1989	2361271	2362021	-1	PF04542	0.09896	0
NC_008095.1	NC_008095.1_NC_008095.1_1990	2362173	2363361	1	PF04706	0.14338	0
NC_008095.1	NC_008095.1_NC_008095.1_1990	2362173	2363361	1	PF01683	0.16928	0
NC_008095.1	NC_008095.1_NC_008095.1_1991	2363379	2364312	-1	PF13489	0.15412	0
NC_008095.1	NC_008095.1_NC_008095.1_1991	2363379	2364312	-1	PF08241	0.17772	0
NC_008095.1	NC_008095.1_NC_008095.1_1991	2363379	2364312	-1	PF10672	0.12626	0
NC_008095.1	NC_008095.1_NC_008095.1_1991	2363379	2364312	-1	PF13649	0.25877	0
NC_008095.1	NC_008095.1_NC_008095.1_1991	2363379	2364312	-1	PF05971	0.20871	0
NC_008095.1	NC_008095.1_NC_008095.1_1991	2363379	2364312	-1	PF03602	0.28552	0
NC_008095.1	NC_008095.1_NC_008095.1_1991	2363379	2364312	-1	PF02475	0.35553	0
NC_008095.1	NC_008095.1_NC_008095.1_1992	2364364	2365051	1	PF03167	0.25707	0
NC_008095.1	NC_008095.1_NC_008095.1_1993	2365106	2365868	1	PF00378	0.27725	0
NC_008095.1	NC_008095.1_NC_008095.1_1993	2365106	2365868	1	PF16113	0.28514	0
NC_008095.1	NC_008095.1_NC_008095.1_1994	2365914	2367060	1	PF01053	0.2004	0
NC_008095.1	NC_008095.1_NC_008095.1_1994	2365914	2367060	1	PF00155	0.18806	0
NC_008095.1	NC_008095.1_NC_008095.1_1994	2365914	2367060	1	PF01041	0.18987	0
NC_008095.1	NC_008095.1_NC_008095.1_1994	2365914	2367060	1	PF00266	0.17435	0
NC_008095.1	NC_008095.1_NC_008095.1_1994	2365914	2367060	1	PF06838	0.16347	0
NC_008095.1	NC_008095.1_NC_008095.1_1996	2367738	2368737	1	PF11098	0.21137	0
NC_008095.1	NC_008095.1_NC_008095.1_1998	2369294	2369735	1	PF13452	0.19027	0
NC_008095.1	NC_008095.1_NC_008095.1_1998	2369294	2369735	1	PF01575	0.17026	0
NC_008095.1	NC_008095.1_NC_008095.1_1999	2369810	2371178	-1	PF00571	0.08739	0
NC_008095.1	NC_008095.1_NC_008095.1_1999	2369810	2371178	-1	PF00291	0.10407	0
NC_008095.1	NC_008095.1_NC_008095.1_2000	2371330	2372509	1	PF01636	0.11176	0
NC_008095.1	NC_008095.1_NC_008095.1_2000	2371330	2372509	1	PF04655	0.08319	0
NC_008095.1	NC_008095.1_NC_008095.1_2000	2371330	2372509	1	PF02958	0.07393	0
NC_008095.1	NC_008095.1_NC_008095.1_2000	2371330	2372509	1	PF01633	0.08484	0
NC_008095.1	NC_008095.1_NC_008095.1_2001	2372519	2373539	1	PF00483	0.06477	0
NC_008095.1	NC_008095.1_NC_008095.1_2001	2372519	2373539	1	PF12804	0.08188	0
NC_008095.1	NC_008095.1_NC_008095.1_2002	2373549	2374314	-1	PF07228	0.06919	0
NC_008095.1	NC_008095.1_NC_008095.1_2002	2373549	2374314	-1	PF13672	0.0538	0
NC_008095.1	NC_008095.1_NC_008095.1_2002	2373549	2374314	-1	PF00481	0.04489	0
NC_008095.1	NC_008095.1_NC_008095.1_2003	2374433	2374790	-1	PF02643	0.02579	0
NC_008095.1	NC_008095.1_NC_008095.1_2004	2374807	2375311	1	PF00588	0.00867	0
NC_008095.1	NC_008095.1_NC_008095.1_2008	2379056	2380694	1	PF00226	0.00473	0
NC_008095.1	NC_008095.1_NC_008095.1_2008	2379056	2380694	1	PF13432	0.00386	0
NC_008095.1	NC_008095.1_NC_008095.1_2008	2379056	2380694	1	PF13428	0.00316	0
NC_008095.1	NC_008095.1_NC_008095.1_2008	2379056	2380694	1	PF07719	0.0025	0
NC_008095.1	NC_008095.1_NC_008095.1_2008	2379056	2380694	1	PF00515	0.00225	0
NC_008095.1	NC_008095.1_NC_008095.1_2008	2379056	2380694	1	PF13181	0.0026	0
NC_008095.1	NC_008095.1_NC_008095.1_2009	2380894	2383678	1	PF00072	0.00269	0
NC_008095.1	NC_008095.1_NC_008095.1_2009	2380894	2383678	1	PF14332	0.00153	0
NC_008095.1	NC_008095.1_NC_008095.1_2009	2380894	2383678	1	PF13429	0.00213	0
NC_008095.1	NC_008095.1_NC_008095.1_2009	2380894	2383678	1	PF14559	0.00218	0
NC_008095.1	NC_008095.1_NC_008095.1_2010	2383727	2384723	1	PF00814	0.00168	0
NC_008095.1	NC_008095.1_NC_008095.1_2010	2383727	2384723	1	PF02543	0.00214	0
NC_008095.1	NC_008095.1_NC_008095.1_2011	2384737	2385589	1	PF00398	0.00239	0
NC_008095.1	NC_008095.1_NC_008095.1_2011	2384737	2385589	1	PF13489	0.00449	0
NC_008095.1	NC_008095.1_NC_008095.1_2011	2384737	2385589	1	PF13649	0.00315	0
NC_008095.1	NC_008095.1_NC_008095.1_2011	2384737	2385589	1	PF08241	0.00345	0
NC_008095.1	NC_008095.1_NC_008095.1_2013	2386085	2386730	1	PF13191	0.00282	0
NC_008095.1	NC_008095.1_NC_008095.1_2013	2386085	2386730	1	PF01712	0.00106	0
NC_008095.1	NC_008095.1_NC_008095.1_2013	2386085	2386730	1	PF13671	0.0012	0
NC_008095.1	NC_008095.1_NC_008095.1_2013	2386085	2386730	1	PF13238	0.00096	0
NC_008095.1	NC_008095.1_NC_008095.1_2013	2386085	2386730	1	PF02223	0.00181	0
NC_008095.1	NC_008095.1_NC_008095.1_2014	2386894	2387812	1	PF02548	0.00209	0
NC_008095.1	NC_008095.1_NC_008095.1_2014	2386894	2387812	1	PF13714	0.00339	0
NC_008095.1	NC_008095.1_NC_008095.1_2015	2387814	2388693	1	PF02569	0.00616	0
NC_008095.1	NC_008095.1_NC_008095.1_2016	2388689	2389178	1	PF01668	0.00875	0
NC_008095.1	NC_008095.1_NC_008095.1_2017	2389211	2389730	1	PF04386	0.01302	0
NC_008095.1	NC_008095.1_NC_008095.1_2018	2389737	2391447	-1	PF08308	0.01352	0
NC_008095.1	NC_008095.1_NC_008095.1_2018	2389737	2391447	-1	PF00069	0.02125	0
NC_008095.1	NC_008095.1_NC_008095.1_2018	2389737	2391447	-1	PF07714	0.02391	0
NC_008095.1	NC_008095.1_NC_008095.1_2019	2391454	2391793	-1	PF06155	0.03945	0
NC_008095.1	NC_008095.1_NC_008095.1_2020	2391849	2393556	-1	PF01966	0.00607	0
NC_008095.1	NC_008095.1_NC_008095.1_2020	2391849	2393556	-1	PF13487	0.00492	0
NC_008095.1	NC_008095.1_NC_008095.1_2020	2391849	2393556	-1	PF00672	0.00557	0
NC_008095.1	NC_008095.1_NC_008095.1_2020	2391849	2393556	-1	PF17201	0.00513	0
NC_008095.1	NC_008095.1_NC_008095.1_2020	2391849	2393556	-1	PF02743	0.00469	0
NC_008095.1	NC_008095.1_NC_008095.1_2021	2393575	2394472	-1	PF01476	0.01113	0
NC_008095.1	NC_008095.1_NC_008095.1_2022	2394468	2394921	-1	PF04773	0.01531	0
NC_008095.1	NC_008095.1_NC_008095.1_2023	2395017	2395821	-1	PF00795	0.01336	0
NC_008095.1	NC_008095.1_NC_008095.1_2024	2395962	2396514	1	PF02576	0.00415	0
NC_008095.1	NC_008095.1_NC_008095.1_2024	2395962	2396514	1	PF17384	0.00315	0
NC_008095.1	NC_008095.1_NC_008095.1_2025	2396576	2398277	1	PF08529	0.00125	0
NC_008095.1	NC_008095.1_NC_008095.1_2025	2396576	2398277	1	PF00575	0.00062	0
NC_008095.1	NC_008095.1_NC_008095.1_2025	2396576	2398277	1	PF13184	0.00042	0
NC_008095.1	NC_008095.1_NC_008095.1_2025	2396576	2398277	1	PF07650	0.00033	0
NC_008095.1	NC_008095.1_NC_008095.1_2025	2396576	2398277	1	PF14520	0.00022	0
NC_008095.1	NC_008095.1_NC_008095.1_2025	2396576	2398277	1	PF10391	0.00033	0
NC_008095.1	NC_008095.1_NC_008095.1_2026	2398713	2401932	1	PF04760	0.00031	0
NC_008095.1	NC_008095.1_NC_008095.1_2026	2398713	2401932	1	PF09439	0.00019	0
NC_008095.1	NC_008095.1_NC_008095.1_2026	2398713	2401932	1	PF00071	0.00019	0
NC_008095.1	NC_008095.1_NC_008095.1_2026	2398713	2401932	1	PF00009	0.00018	0
NC_008095.1	NC_008095.1_NC_008095.1_2026	2398713	2401932	1	PF02421	0.00012	0
NC_008095.1	NC_008095.1_NC_008095.1_2026	2398713	2401932	1	PF08477	0.00016	0
NC_008095.1	NC_008095.1_NC_008095.1_2026	2398713	2401932	1	PF01926	0.00018	0
NC_008095.1	NC_008095.1_NC_008095.1_2026	2398713	2401932	1	PF00025	0.00022	0
NC_008095.1	NC_008095.1_NC_008095.1_2026	2398713	2401932	1	PF03193	0.00029	0
NC_008095.1	NC_008095.1_NC_008095.1_2026	2398713	2401932	1	PF11987	0.00022	0
NC_008095.1	NC_008095.1_NC_008095.1_2026	2398713	2401932	1	PF03144	0.00061	0
NC_008095.1	NC_008095.1_NC_008095.1_2027	2402049	2402658	1	PF04456	0.00218	0
NC_008095.1	NC_008095.1_NC_008095.1_2028	2402654	2403014	1	PF02033	0.00322	0
NC_008095.1	NC_008095.1_NC_008095.1_2029	2403046	2403916	1	PF01509	0.00249	0
NC_008095.1	NC_008095.1_NC_008095.1_2029	2403046	2403916	1	PF16198	0.00183	0
NC_008095.1	NC_008095.1_NC_008095.1_2029	2403046	2403916	1	PF09142	0.00205	0
NC_008095.1	NC_008095.1_NC_008095.1_2029	2403046	2403916	1	PF09157	0.00144	0
NC_008095.1	NC_008095.1_NC_008095.1_2030	2404125	2404395	1	PF00312	0.00133	0
NC_008095.1	NC_008095.1_NC_008095.1_2031	2404778	2406947	1	PF03725	0.00101	0
NC_008095.1	NC_008095.1_NC_008095.1_2031	2404778	2406947	1	PF03726	0.00059	0
NC_008095.1	NC_008095.1_NC_008095.1_2031	2404778	2406947	1	PF01138	0.00053	0
NC_008095.1	NC_008095.1_NC_008095.1_2031	2404778	2406947	1	PF00013	0.00038	0
NC_008095.1	NC_008095.1_NC_008095.1_2031	2404778	2406947	1	PF00575	0.00068	0
NC_008095.1	NC_008095.1_NC_008095.1_2033	2407914	2408925	1	PF01551	0.00172	0
NC_008095.1	NC_008095.1_NC_008095.1_2034	2408993	2409449	1	PF00692	0.00421	0
NC_008095.1	NC_008095.1_NC_008095.1_2035	2409558	2412087	1	PF00069	0.02052	0
NC_008095.1	NC_008095.1_NC_008095.1_2035	2409558	2412087	1	PF07714	0.02429	0
NC_008095.1	NC_008095.1_NC_008095.1_2035	2409558	2412087	1	PF03781	0.03367	0
NC_008095.1	NC_008095.1_NC_008095.1_2036	2412083	2413028	1	PF04392	0.01575	0
NC_008095.1	NC_008095.1_NC_008095.1_2037	2413051	2414338	1	PF00206	0.01054	0
NC_008095.1	NC_008095.1_NC_008095.1_2037	2413051	2414338	1	PF10397	0.00892	0
NC_008095.1	NC_008095.1_NC_008095.1_2038	2414365	2415325	-1	PF01259	0.00845	0
NC_008095.1	NC_008095.1_NC_008095.1_2040	2416113	2416767	1	PF00588	0.00291	0
NC_008095.1	NC_008095.1_NC_008095.1_2042	2417225	2418485	-1	PF13180	0.00157	0
NC_008095.1	NC_008095.1_NC_008095.1_2042	2417225	2418485	-1	PF00595	0.00096	0
NC_008095.1	NC_008095.1_NC_008095.1_2042	2417225	2418485	-1	PF00089	0.00109	0
NC_008095.1	NC_008095.1_NC_008095.1_2042	2417225	2418485	-1	PF13365	0.00135	0
NC_008095.1	NC_008095.1_NC_008095.1_2045	2420023	2420602	1	PF08534	0.00099	0
NC_008095.1	NC_008095.1_NC_008095.1_2045	2420023	2420602	1	PF00578	0.00075	0
NC_008095.1	NC_008095.1_NC_008095.1_2045	2420023	2420602	1	PF02630	0.00079	0
NC_008095.1	NC_008095.1_NC_008095.1_2045	2420023	2420602	1	PF00255	0.00066	0
NC_008095.1	NC_008095.1_NC_008095.1_2045	2420023	2420602	1	PF13728	0.00046	0
NC_008095.1	NC_008095.1_NC_008095.1_2045	2420023	2420602	1	PF13098	0.00041	0
NC_008095.1	NC_008095.1_NC_008095.1_2045	2420023	2420602	1	PF13905	0.00049	0
NC_008095.1	NC_008095.1_NC_008095.1_2045	2420023	2420602	1	PF00085	0.00076	0
NC_008095.1	NC_008095.1_NC_008095.1_2046	2420626	2421496	1	PF12895	0.00233	0
NC_008095.1	NC_008095.1_NC_008095.1_2046	2420626	2421496	1	PF13424	0.00467	0
NC_008095.1	NC_008095.1_NC_008095.1_2046	2420626	2421496	1	PF13432	0.00364	0
NC_008095.1	NC_008095.1_NC_008095.1_2046	2420626	2421496	1	PF14559	0.00421	0
NC_008095.1	NC_008095.1_NC_008095.1_2046	2420626	2421496	1	PF13181	0.00514	0
NC_008095.1	NC_008095.1_NC_008095.1_2046	2420626	2421496	1	PF07719	0.00592	0
NC_008095.1	NC_008095.1_NC_008095.1_2046	2420626	2421496	1	PF00515	0.01113	0
NC_008095.1	NC_008095.1_NC_008095.1_2047	2421540	2423460	-1	PF00691	0.01716	0
NC_008095.1	NC_008095.1_NC_008095.1_2047	2421540	2423460	-1	PF02412	0.03421	0
NC_008095.1	NC_008095.1_NC_008095.1_2048	2423539	2425156	-1	PF05193	0.05533	0
NC_008095.1	NC_008095.1_NC_008095.1_2048	2423539	2425156	-1	PF00675	0.06083	0
NC_008095.1	NC_008095.1_NC_008095.1_2049	2425155	2426520	-1	PF05193	0.07368	0
NC_008095.1	NC_008095.1_NC_008095.1_2049	2425155	2426520	-1	PF00675	0.0618	0
NC_008095.1	NC_008095.1_NC_008095.1_2051	2427916	2429197	1	PF13646	0.12462	0
NC_008095.1	NC_008095.1_NC_008095.1_2052	2429215	2430241	1	PF09937	0.25939	0
NC_008095.1	NC_008095.1_NC_008095.1_2054	2431310	2432219	1	PF14412	0.27478	0
NC_008095.1	NC_008095.1_NC_008095.1_2056	2432808	2433192	1	PF13665	0.37969	0
NC_008095.1	NC_008095.1_NC_008095.1_2057	2433449	2433800	-1	PF13817	0.20719	0
NC_008095.1	NC_008095.1_NC_008095.1_2057	2433449	2433800	-1	PF03050	0.16235	0
NC_008095.1	NC_008095.1_NC_008095.1_2058	2434295	2435606	1	PF00078	0.0887	0
NC_008095.1	NC_008095.1_NC_008095.1_2058	2434295	2435606	1	PF08388	0.06927	0
NC_008095.1	NC_008095.1_NC_008095.1_2059	2435779	2436208	-1	PF13683	0.09176	0
NC_008095.1	NC_008095.1_NC_008095.1_2059	2435779	2436208	-1	PF00665	0.12442	0
NC_008095.1	NC_008095.1_NC_008095.1_2060	2436204	2436654	-1	PF13610	0.11468	0
NC_008095.1	NC_008095.1_NC_008095.1_2060	2436204	2436654	-1	PF00665	0.1742	0
NC_008095.1	NC_008095.1_NC_008095.1_2061	2436841	2437393	-1	PF01527	0.19207	0
NC_008095.1	NC_008095.1_NC_008095.1_2061	2436841	2437393	-1	PF13518	0.23891	0
NC_008095.1	NC_008095.1_NC_008095.1_2061	2436841	2437393	-1	PF15943	0.20324	0
NC_008095.1	NC_008095.1_NC_008095.1_2061	2436841	2437393	-1	PF04967	0.26346	0
NC_008095.1	NC_008095.1_NC_008095.1_2062	2437439	2437748	-1	PF00709	0.24529	0
NC_008095.1	NC_008095.1_NC_008095.1_2065	2440419	2444688	1	PF02494	0.37934	0
NC_008095.1	NC_008095.1_NC_008095.1_2069	2450020	2450416	-1	PF03928	0.31359	0
NC_008095.1	NC_008095.1_NC_008095.1_2071	2450729	2451404	-1	PF01695	0.25533	0
NC_008095.1	NC_008095.1_NC_008095.1_2071	2450729	2451404	-1	PF00308	0.19684	0
NC_008095.1	NC_008095.1_NC_008095.1_2071	2450729	2451404	-1	PF00004	0.2604	0
NC_008095.1	NC_008095.1_NC_008095.1_2071	2450729	2451404	-1	PF14532	0.24412	0
NC_008095.1	NC_008095.1_NC_008095.1_2071	2450729	2451404	-1	PF13671	0.26045	0
NC_008095.1	NC_008095.1_NC_008095.1_2071	2450729	2451404	-1	PF00158	0.27051	0
NC_008095.1	NC_008095.1_NC_008095.1_2071	2450729	2451404	-1	PF07728	0.26982	0
NC_008095.1	NC_008095.1_NC_008095.1_2071	2450729	2451404	-1	PF05673	0.26781	0
NC_008095.1	NC_008095.1_NC_008095.1_2071	2450729	2451404	-1	PF13238	0.24605	0
NC_008095.1	NC_008095.1_NC_008095.1_2071	2450729	2451404	-1	PF13191	0.31816	0
NC_008095.1	NC_008095.1_NC_008095.1_2071	2450729	2451404	-1	PF13401	0.31563	0
NC_008095.1	NC_008095.1_NC_008095.1_2073	2451988	2452936	1	PF01590	0.30096	0
NC_008095.1	NC_008095.1_NC_008095.1_2073	2451988	2452936	1	PF03472	0.3036	0
NC_008095.1	NC_008095.1_NC_008095.1_2073	2451988	2452936	1	PF13185	0.26609	0
NC_008095.1	NC_008095.1_NC_008095.1_2073	2451988	2452936	1	PF13492	0.28861	0
NC_008095.1	NC_008095.1_NC_008095.1_2073	2451988	2452936	1	PF00512	0.30609	0
NC_008095.1	NC_008095.1_NC_008095.1_2073	2451988	2452936	1	PF02518	0.29965	0
NC_008095.1	NC_008095.1_NC_008095.1_2073	2451988	2452936	1	PF13589	0.26977	0
NC_008095.1	NC_008095.1_NC_008095.1_2073	2451988	2452936	1	PF13581	0.34566	0
NC_008095.1	NC_008095.1_NC_008095.1_2076	2454259	2454748	1	PF03976	0.33172	0
NC_008095.1	NC_008095.1_NC_008095.1_2079	2457314	2458196	-1	PF13333	0.24239	0
NC_008095.1	NC_008095.1_NC_008095.1_2079	2457314	2458196	-1	PF13683	0.19442	0
NC_008095.1	NC_008095.1_NC_008095.1_2079	2457314	2458196	-1	PF00665	0.18176	0
NC_008095.1	NC_008095.1_NC_008095.1_2079	2457314	2458196	-1	PF13276	0.15973	0
NC_008095.1	NC_008095.1_NC_008095.1_2080	2458189	2458459	-1	PF01527	0.16894	0
NC_008095.1	NC_008095.1_NC_008095.1_2080	2458189	2458459	-1	PF13384	0.17053	0
NC_008095.1	NC_008095.1_NC_008095.1_2080	2458189	2458459	-1	PF13551	0.15969	0
NC_008095.1	NC_008095.1_NC_008095.1_2080	2458189	2458459	-1	PF13518	0.16079	0
NC_008095.1	NC_008095.1_NC_008095.1_2080	2458189	2458459	-1	PF13022	0.16271	0
NC_008095.1	NC_008095.1_NC_008095.1_2080	2458189	2458459	-1	PF04218	0.17025	0
NC_008095.1	NC_008095.1_NC_008095.1_2082	2459373	2460708	-1	PF01400	0.17377	0
NC_008095.1	NC_008095.1_NC_008095.1_2082	2459373	2460708	-1	PF10462	0.16279	0
NC_008095.1	NC_008095.1_NC_008095.1_2082	2459373	2460708	-1	PF13688	0.18726	0
NC_008095.1	NC_008095.1_NC_008095.1_2082	2459373	2460708	-1	PF13582	0.22028	0
NC_008095.1	NC_008095.1_NC_008095.1_2085	2462213	2463125	1	PF00126	0.20292	0
NC_008095.1	NC_008095.1_NC_008095.1_2085	2462213	2463125	1	PF03466	0.19735	0
NC_008095.1	NC_008095.1_NC_008095.1_2089	2465183	2465531	1	PF13358	0.29534	0
NC_008095.1	NC_008095.1_NC_008095.1_2090	2465540	2466953	-1	PF00144	0.2337	0
NC_008095.1	NC_008095.1_NC_008095.1_2090	2465540	2466953	-1	PF13354	0.16614	0
NC_008095.1	NC_008095.1_NC_008095.1_2092	2468284	2469403	-1	PF00248	0.23531	0
NC_008095.1	NC_008095.1_NC_008095.1_2094	2471718	2472714	1	PF01916	0.25424	0
NC_008095.1	NC_008095.1_NC_008095.1_2095	2473047	2475183	-1	PF04231	0.2258	0
NC_008095.1	NC_008095.1_NC_008095.1_2095	2473047	2475183	-1	PF13365	0.2192	0
NC_008095.1	NC_008095.1_NC_008095.1_2097	2476773	2477988	-1	PF13679	0.39079	0
NC_008095.1	NC_008095.1_NC_008095.1_2098	2478076	2478991	-1	PF05368	0.39028	0
NC_008095.1	NC_008095.1_NC_008095.1_2098	2478076	2478991	-1	PF13460	0.38904	0
NC_008095.1	NC_008095.1_NC_008095.1_2098	2478076	2478991	-1	PF01370	0.37113	0
NC_008095.1	NC_008095.1_NC_008095.1_2098	2478076	2478991	-1	PF01073	0.32203	0
NC_008095.1	NC_008095.1_NC_008095.1_2098	2478076	2478991	-1	PF02254	0.25158	0
NC_008095.1	NC_008095.1_NC_008095.1_2099	2479095	2479647	1	PF00440	0.30725	0
NC_008095.1	NC_008095.1_NC_008095.1_2102	2482253	2485034	1	PF13604	0.1587	0
NC_008095.1	NC_008095.1_NC_008095.1_2103	2485390	2487415	1	PF00144	0.18819	0
NC_008095.1	NC_008095.1_NC_008095.1_2104	2487947	2488541	1	PF09998	0.13035	0
NC_008095.1	NC_008095.1_NC_008095.1_2105	2488537	2489563	1	PF16884	0.07229	0
NC_008095.1	NC_008095.1_NC_008095.1_2105	2488537	2489563	1	PF00107	0.0848	0
NC_008095.1	NC_008095.1_NC_008095.1_2105	2488537	2489563	1	PF13602	0.08661	0
NC_008095.1	NC_008095.1_NC_008095.1_2107	2490192	2491074	-1	PF03446	0.04406	0
NC_008095.1	NC_008095.1_NC_008095.1_2107	2490192	2491074	-1	PF01266	0.04752	0
NC_008095.1	NC_008095.1_NC_008095.1_2107	2490192	2491074	-1	PF14258	0.0319	0
NC_008095.1	NC_008095.1_NC_008095.1_2107	2490192	2491074	-1	PF03807	0.0364	0
NC_008095.1	NC_008095.1_NC_008095.1_2107	2490192	2491074	-1	PF02826	0.03951	0
NC_008095.1	NC_008095.1_NC_008095.1_2107	2490192	2491074	-1	PF01488	0.04639	0
NC_008095.1	NC_008095.1_NC_008095.1_2107	2490192	2491074	-1	PF01210	0.04272	0
NC_008095.1	NC_008095.1_NC_008095.1_2107	2490192	2491074	-1	PF02737	0.05009	0
NC_008095.1	NC_008095.1_NC_008095.1_2107	2490192	2491074	-1	PF02558	0.07139	0
NC_008095.1	NC_008095.1_NC_008095.1_2109	2491861	2493826	-1	PF08308	0.05901	0
NC_008095.1	NC_008095.1_NC_008095.1_2109	2491861	2493826	-1	PF00069	0.08414	0
NC_008095.1	NC_008095.1_NC_008095.1_2109	2491861	2493826	-1	PF07714	0.0794	0
NC_008095.1	NC_008095.1_NC_008095.1_2109	2491861	2493826	-1	PF14531	0.06911	0
NC_008095.1	NC_008095.1_NC_008095.1_2109	2491861	2493826	-1	PF01636	0.0835	0
NC_008095.1	NC_008095.1_NC_008095.1_2111	2494986	2495742	-1	PF04706	0.11135	0
NC_008095.1	NC_008095.1_NC_008095.1_2112	2495934	2497680	-1	PF02954	0.02402	0
NC_008095.1	NC_008095.1_NC_008095.1_2112	2495934	2497680	-1	PF14532	0.01532	0
NC_008095.1	NC_008095.1_NC_008095.1_2112	2495934	2497680	-1	PF00158	0.01209	0
NC_008095.1	NC_008095.1_NC_008095.1_2112	2495934	2497680	-1	PF00004	0.0114	0
NC_008095.1	NC_008095.1_NC_008095.1_2112	2495934	2497680	-1	PF07726	0.01063	0
NC_008095.1	NC_008095.1_NC_008095.1_2112	2495934	2497680	-1	PF07728	0.01019	0
NC_008095.1	NC_008095.1_NC_008095.1_2112	2495934	2497680	-1	PF13191	0.01316	0
NC_008095.1	NC_008095.1_NC_008095.1_2112	2495934	2497680	-1	PF13185	0.01158	0
NC_008095.1	NC_008095.1_NC_008095.1_2112	2495934	2497680	-1	PF13492	0.01254	0
